"","cost_istarget","cost_looksliketarget","cost_nottarget","cost_iscompetitor","cost_notcompetitor","cost_lookslikecompetitor","alpha"
"1",4.75145716177894,0.428223985271903,4.0228009994428,3.25365312298569,1.46823647241568,4.86821547950073,2.59168250611878
"2",4.94027504384883,0.430559317931869,4.05091332290494,3.31866013282358,1.40724766297179,4.86821547950073,2.59168250611878
"3",4.94027504384883,0.430559317931869,3.9800967670211,3.31866013282358,1.48183002388376,4.782365349781,2.59168250611878
"4",4.83501165683728,0.45057425013944,3.9800967670211,3.42748961406303,1.45454544861083,4.82425819761029,2.66839596769378
"5",4.85490862829649,0.503399801371524,4.01332750243601,3.53702715680535,1.37070251937491,4.91111309534697,2.60519121333475
"6",4.89679322769318,0.591121647413154,4.05487354424163,3.47445794068042,1.37809315337501,4.82440057490014,2.6095756108509
"7",4.77438867836686,0.573035045231503,4.09911717457671,3.44242874857442,1.34472825500434,4.90390680343111,2.6095756108509
"8",4.77438867836686,0.573035045231503,4.19772927713775,3.42179417687393,1.23212205219701,4.7518828533344,2.61975280309207
"9",4.79277133941938,0.573035045231503,4.19772927713775,3.29476046337012,1.16130477571619,4.66980232333203,2.61299021428708
"10",4.7167698557315,0.491020336430271,4.22835462166308,3.29476046337012,1.15699209546751,4.72788975321622,2.54019158559958
"11",4.71495187576016,0.451771341024316,4.18074192248628,3.296663299075,1.31403954337072,4.78598189222231,2.54942641785472
"12",4.76836503407489,0.245757308706507,4.13629998601301,3.31571842207945,1.38059857793706,4.87210460943603,2.6780996248798
"13",4.81913904631887,0.31073015203225,4.11766852328128,3.24573400272678,1.35629513937198,4.89548809206536,2.54104937730645
"14",4.74304503564391,0.31073015203225,4.05136421576746,3.18302619350057,1.47609933533705,4.83913338946061,2.54104937730645
"15",4.68006403719386,0.281818039099649,4.05136421576746,3.20063142232076,1.51447216178982,4.75631151240257,2.49260611588258
"16",4.65800683196819,0.178492755090777,4.03226316066286,3.23967191681662,1.43038111216135,4.7399559832112,2.47272424604259
"17",4.6081049735364,0.214037050952996,3.93564621731389,3.1860107268935,1.48272141152746,4.68631778500797,2.6053387831303
"18",4.6081049735364,0.285501247340994,3.95431801439783,3.2519801888781,1.38871273257273,4.8320567335446,2.63690804042488
"19",4.68030677692525,0.285501247340994,3.98357989612027,3.30899454309546,1.35742645977972,4.77908384590031,2.58933224362925
"20",4.65921705905695,0.350788360955443,3.98357989612027,3.30899454309546,1.36913058132912,4.77908384590031,2.68022318632374
"21",4.49282756216134,0.501560318181324,3.94201989878985,3.31717673268124,1.20263865478122,4.76747022625745,2.68022318632374
"22",4.37668252766092,0.501560318181324,3.86139836695341,3.46375445814841,1.10919541613212,4.76747022625745,2.68022318632374
"23",4.29407914381582,0.454107268843909,3.84836743142287,3.46375445814841,1.05594594033525,4.75692903266957,2.72366184270027
"24",4.27249080941515,0.536747760095253,3.84771077687029,3.35789595647061,1.05594594033525,4.75172215027898,2.72366184270027
"25",4.25144183216079,0.536747760095253,3.70623237503371,3.23413330397843,1.13736356881871,4.70335253950459,2.71395598228409
"26",4.38526383957834,0.536747760095253,3.73564153809158,3.25042977701343,1.09512374914947,4.5617224367832,2.75473273064219
"27",4.30853556595974,0.529261031388663,3.73742977502321,3.25042977701343,1.13127780417982,4.58732377340056,2.7902925426463
"28",4.30853556595974,0.597812977024028,3.86227517679408,3.4021259693367,1.1231264142125,4.50612751203433,2.71186892166774
"29",4.42075363172156,0.597812977024028,4.00029788477395,3.34645026162216,1.23476631458935,4.50612751203433,2.75076073202168
"30",4.27149390784487,0.630328416575391,3.95140233644514,3.28028922319429,1.35919167008254,4.50066699954178,2.72959412989287
"31",4.27149390784487,0.583864230678572,3.85913728499409,3.28562418328206,1.29584646680081,4.44624462352011,2.70330349087338
"32",4.27149390784487,0.501163023628023,3.83822839432938,3.34668003583184,1.171881041422,4.36347546104355,2.70426775288863
"33",4.20767543565596,0.478180508384035,3.90116980495451,3.30907007892884,1.13494536266678,4.29895877066101,2.72977805118552
"34",4.21799436247215,0.485822624248768,3.98213606465385,3.30907007892884,1.09392096201863,4.36266641112237,2.78814034227401
"35",4.21799436247215,0.485822624248768,4.03645116594708,3.14905542075994,1.0633372770213,4.43258758290557,2.85539664911993
"36",4.16929636342687,0.562944584389741,4.02428537449729,3.11757000374494,1.09124429755441,4.32958429807139,2.85539664911993
"37",4.2625769355306,0.428617954583211,4.02428537449729,3.22365660478217,0.904729310863262,4.29998699244176,2.94142732582049
"38",4.32285433043303,0.428617954583211,4.07298909947339,3.11314603064661,0.834111900084544,4.38484285529934,2.94142732582049
"39",4.23869778724201,0.431968987754788,4.12018270877513,3.08143148854363,0.810076375728456,4.45681666445492,2.97575394944213
"40",4.25788063897928,0.526293422893346,4.20113495770992,3.24884603096712,0.817526056338802,4.45681666445492,2.96638770655313
"41",4.17151302445783,0.617433311427878,4.09007633671674,3.2185396582325,0.707501940613639,4.46835834941478,2.96638770655313
"42",4.17151302445783,0.70839067021824,4.15424522284154,3.22319468017509,0.794776852448955,4.46835834941478,3.04326730064855
"43",4.17151302445783,0.689485279414582,4.32999651220654,3.08029320130031,0.884134355472941,4.46835834941478,2.93489932803257
"44",4.17151302445783,0.622733091346898,4.34933814208602,3.08029320130031,0.886331071718044,4.61052030963256,2.93388985909467
"45",4.17151302445783,0.613631767559285,4.41896147898646,3.19864654628124,0.833474018925767,4.61052030963256,2.99416558076132
"46",4.17151302445783,0.674867837292312,4.45824981404168,3.19864654628124,0.830087463787897,4.6164304789013,3.08323926231742
"47",4.02447137076999,0.519387289018815,4.45824981404168,3.13940809667668,0.757751046320352,4.56117558994375,2.93493481420299
"48",4.21481011827482,0.519387289018815,4.44111995583557,3.05879073276186,0.878933702370902,4.56117558994375,3.01164555385839
"49",4.12169384127754,0.519387289018815,4.46310128081847,3.06698885853637,0.878933702370902,4.56117558994375,2.96731667801445
"50",4.28661800531744,0.362576974191301,4.46310128081847,3.06698885853637,0.878933702370902,4.49706738201857,3.01194248646326
"51",4.29120501606606,0.320692532140564,4.53605833671394,3.06698885853637,0.793954595290074,4.55872541432998,2.98156900518686
"52",4.29120501606606,0.375656238744567,4.65169781944007,3.15174787171526,0.793954595290074,4.65828756710174,3.13542626197207
"53",4.43380349991911,0.369012496363513,4.67166852164936,3.14780997368179,0.875719991940999,4.57085620251717,3.07161253060048
"54",4.48139201132454,0.369012496363513,4.42810902296471,3.23846414131892,0.950781828382088,4.57085620251717,2.98415032935493
"55",4.31932930931984,0.369012496363513,4.34250927057817,3.07704368913128,0.950781828382088,4.54824970529851,3.00457780753194
"56",4.54968569577373,0.421981657748148,4.30479484704236,3.07704368913128,1.02983555091787,4.55129234648783,2.97241002769622
"57",4.54968569577373,0.487874693836828,4.28877039489488,3.12445273948773,1.08984166309579,4.63393831645678,2.92836513638662
"58",4.54968569577373,0.530483609747361,4.22111957050406,3.0669193034647,1.11925783465328,4.77836329125546,2.85638671574111
"59",4.7178595452913,0.556034796134467,4.22341894587271,3.0669193034647,1.03509660088534,4.78704011073651,2.85638671574111
"60",4.62630600124389,0.613557955050121,4.13567114857889,3.01762112239478,0.990888582253001,4.83258818756342,2.85638671574111
"61",4.62630600124389,0.568425881683811,4.09460401282695,3.09336362439982,0.916531746401856,4.83258818756342,2.83304721710111
"62",4.53097925062242,0.49464356951449,4.04488725535988,3.09288502099965,0.837221781535017,4.83258818756342,2.78753782856195
"63",4.49320694767818,0.49464356951449,4.04488725535988,3.20457020182878,0.863697515647325,4.84410566217017,2.88253997513739
"64",4.4835128612254,0.547204314215826,4.13819848727906,3.05566560776533,0.90787432458362,4.92298272872316,2.88253997513739
"65",4.51366245883627,0.562980677378873,4.13334515012273,3.17434638473938,0.90787432458362,4.87338714681202,2.89366335861218
"66",4.4727119962185,0.564615590954809,4.07324376571013,3.0682835338647,0.840312902842131,4.77403722961436,2.90317887681672
"67",4.28724989763178,0.614941966015803,4.07324376571013,2.97370164708634,0.845237609585987,4.89586024697932,2.97383425719429
"68",4.31245337597785,0.724135509880637,4.05392216808569,3.01201557980442,0.845237609585987,4.89586024697932,3.00033199485889
"69",4.25894559982776,0.851244085569687,4.01667057490214,3.03622965720138,0.887512805315079,4.89586024697932,3.033344294892
"70",4.23609690710433,0.916599207357866,4.07148328619844,3.03622965720138,0.716298751795699,4.98028499741671,3.16757022876427
"71",4.10889343826113,0.975423542240355,4.16511561455127,2.97990029087307,0.818242543130616,4.98341460537506,3.16757022876427
"72",4.10889343826113,0.975423542240355,4.19759002653376,2.9335487027349,0.812370681272269,4.88833730246639,3.25524826879932
"73",4.10889343826113,0.906872118452795,4.07365764898512,2.97963339144943,0.682011853407373,4.91629099127076,3.25524826879932
"74",4.09871825678016,0.968032099681281,4.09025976956121,3.02061921428285,0.573706649919877,4.98583298525235,3.25524826879932
"75",4.15634111795942,0.865221460846169,4.1707495526419,3.02061921428285,0.573706649919877,4.95219269990895,3.22667971379164
"76",4.15044938784564,0.791112140531139,4.15916115331984,2.98929837631649,0.673648266147205,4.92740032161656,3.13854997056308
"77",4.09552078558831,0.831640389054197,4.16866739289293,2.98091155551147,0.728822364287523,4.9805016675957,3.09967872469188
"78",3.99158505254852,0.856081051938535,4.10091960241393,2.94541037322688,0.802039120395417,4.95810508042025,3.1698299473412
